merge_id,biz_name
16002822748264511e3,Carabela Cafe
16006816931557997e3,O Retorno
1602559283245373e4,Mimo S Born
16044738895637471e3,Art I Sa
16049895726947295e3,Enoteca Paco Perez
16067370600493206e3,Can Xurrades
16071654403106157e3,Solomillo
16084621515866173e3,Del Claris Terrace
16085390524809263e3,Barrachina Meat & Burger
16101099204829299e3,Addis Abeba
1611361957390264e4,Can Sardi
1611644887038769e4,Aqistoi
16138436583296926e3,National Burger
16149664997154429e3,Frankie Gallo Cha Cha Cha
16158859967284447e3,Cafes El Magnifico
16176887182837776e3,Marisqueria Esthvan
16180001866939396e3,La Forquilla
16223763991916077e3,Rokelin Gourmet
16271167548623456e3,The Sopa Boba
16284416203277754e3,El Vaso de Oro
16285045537247574e3,My Fucking
1629163476201427e4,Single Fin Sagrada Familia Poke Gourmet
1630829352838223e4,Petra
16343711030916966e3,Andele Paris
16372106646937545e3,A Casa Mia Trattoria
16435171432250534e3,Uma
16436552737187981e3,La Confiteria
16451999687326058e3,Boca Grande
16454636232875962e3,Nineteen
16460270234305712e3,Anita Flow
16471085565631382e3,Gatsby
16492350894943175e3,Chill
16502302684882092e3,Narciso
16527007972985014e3,El Bosc De Les Fades
1659774926633351e4,Sagas Pagesos I Cuiners
16640792474937799e3,Boa Bao
16642736848662243e3,Abanik
16694554110885222e3,Sumac & Mambo
1673849755834595e4,Gatblau
16805457674532989e3,Barceloneta
16831976871093584e3,La Balmesina
16868334559575622e3,Rossini
16870342346784567e3,Puglia In Tavola
16873752914473716e3,Telefèric
16910621873490831e3,Arcano
16938831470409234e3,Nass
16948752766239726e3,Blavis
1695554408742521e4,El Nacional
17000960786102745e3,Embat
1701765064717765e4,Don Angelo
17020298718956954e3,Churreria Laietana
17051256449672534e3,Informal
17055617962103613e3,Port Vell
17057305132033247e3,La Peninsular
17089001682395136e3,Billy Brunch & Garden
17157786630706078e3,El Desvan
17163709181751622e3,Krampus
17169416701736716e3,Betlem
1720480801532183e4,Tio Joe
17259300447675836e3,Sao BCN
1726466830003343e4,Bar Rubí
1.7301848819685761e+019,MAKO JAPANESE TAVERN ORIENTAL FOOD
17325783008687155e3,Vigo
1.7337840357263999e+019,La Cala Barceloneta
17364042551457767e3,Wine Mood
17405778753684486e3,Big Al S American Kitchen
17406392746012557e3,El Cafe De Ferran S. C. P.
1742086422192079e4,Debutis
17432384872070906e3,Kitchens Of Saint Catherine
17470316468582009e3,Café Menssana
17501345434937604e3,Hofmann
17515699501350992e3,La Lola De Las Arenas
17522584790667104e3,Temple & Irish Pub
17524432480549575e3,Mirabe
17531260057241104e3,La Tagliatella | Passeig Sant Joan
17550834297145561e3,Makamaka
17553007468061663e3,Can Boneta
17580371066579001e3,El Ramblero
17586827909981116e3,Sato I Tanaka
17590672357067964e3,Kitsune Sushi Gracia
17612257900333812e3,Usagui
176967144362524e5,Red Fish Club Pati Vela
17719572585380209e3,Melic Del Gotic
1771964920185059e4,Karakala
17817778512811166e3,Anauco
17818877202572818e3,B
17824947769338579e3,Terra Mia
1785797628869769e4,Taverna El Glop
178670027174347e5,Etapes
17897089248486674e3,Koku Kitchen Ramen
17910998618917994e3,Oishii Ramen Street
18013511894108895e3,Elsa Y Fred
18053608356781812e3,Viena
18095576407248595e3,Te Quiero Verde
18103926738196396e3,Sensi Bistro
18162568554947457e3,Cocina Hermanos Torres
1816710733301136e4,La Vinateria Del Call
18175208546188372e3,Mi Gracia
18182054177130865e3,Scobies Irish Pub
18223444123278227e3,Craft
1823659905531369e4,La Paradeta Sagrada Familia
18259455284061846e3,Masala 73 Curry
18289923862346934e3,Parking Pizza Parking Pita
18301377682670563e3,Benvenuti Al Sud
1834312124344122e4,Taberna Blai Tonight
18375536665429486e3,Oria
1838210293015518e4,Tragaluz
18389642022585186e3,Vrutal
18404156509499425e3,Sesamo
18416724708570649e3,La Xampanyeria
18424603109082157e3,La Terraza Del Claris
18429800191004723e3,Pura Vida Cocktails
130012085145017820,Amades
151315871423119200,ABaC Restaurante
165475426655500500,Mosquito
219769117929891420,Milans Cocktail Bar
328947052064006300,SiamoQua
489859589346398900,Aqui Quedamos
579541645920790300,Xironda Orense
581542963339752200,La Bodegueta
790582098308430600,Taberna Babia
977161461962718100,Hard Rock Cafe
1126212043496547100,Mojito Rock
1150745947682918100,Dona Rosa
1317450646482210800,Enkel
1513216193115558100,Azimuth
1570004829886956500,Son Hao
1782072966437465e3,Montiel
1907255997668684500,Le Cucine Mandarosso
2502357040961188400,Slow Barcelona
2540258453199634400,Manso Pizzeria
2799953209314253300,La Grangeta Del Raval
2842684437281172e3,Ekubo
2884162729873421e3,El Chigre 1769
2901652346231380500,Pla B
3010520598037628e3,Black Remedy
3036285601273102300,Roots &amp
3044204135150745600,Pizzeria Da Nanni
3064022965530012700,Hummus Vegetarian Street Food
3115144723175448600,Mayura
3297740443685809e3,Taco Alto
3413669117229317e3,The Rooftop At Sir Victor
3471700584666801e3,Il Resto
3500418451543533600,Big Al S Real American Burgers
3526377621771529700,Una Mica De Japo
3874574996436062700,Luigi
390051201060813e4,Argentinisimo
3911081479961289700,Pinotxo Bar
3925172042357467e3,La Trocadero
3950182813358641e3,Mut
3986343598566868500,Urretxu
4184637869028996e3,Atabalats Gastrobar
4191349017612402700,Agust
4284961223112722400,Bobby's Free
4351129839725127700,Bismillah Kebabish
4380793288949218e3,Espai Kru
4639744424675641e3,Botafumeiro
469422375181143e4,Xian Hui Jie Creperia
4790211110189158e3,We Love Italy Pasta & Pizza
4971191942430216e3,Xerta
5140103662345292e3,Dry Martini
5154533935641869e3,La Llar Del Filador
5198059323995165e3,2254
5220826676956366e3,Bicos
524336686864131e4,Rostiseria La Cuineta
5284369421389997e3,Cameua
5447997621002313e3,Palau Dalmases
5605579247000729e3,Don Asador
5638824031438318e3,Granja Elena
5822076439846354e3,Dr. Stravinsky
5983989656854016e3,Vivo
599029685950681e4,Quim
6139309402118047e3,Happy Burger
6154426639660638e3,Menssana
6170135353871611e3,Ristorante Pizzeria Eden
6261656203272177e3,Bar Celoneta Sangría Bar
6484137398036339e3,La Llesca
6505062348509456e3,La Catrina Fusion
6826227859461409e3,Yatai
6942292919366324e3,Gran Torino Garage
6969894299289012e3,Els Pinxus Barra De Tapes
7212983035195482e3,Raco D En Cesc
7216360565434964e3,Oviso
7616982397426098e3,Ferrum
7676482796797398e3,Veg World India
7720813256007428e3,Las Cuevas de Los Rajahs
7987505217723014e3,Santa Rita Experience
8149812968643744e3,La Rubia
8365543376634325e3,Oporto
8400598106444054e3,RAO
8426355565606238e3,Vioko
8603359778370376e3,Santa Maria Del Mar
872984325001112e4,Osmosis
8810587539295797e3,Zia Carolina
8879908912670102e3,Quiosc Modern
908127599728666e4,My Way Lounge
928398165186381e4,Pizzeria Ottantotto
9344884012134685e3,Collage
9489872161514836e3,Elephanta
9586517078242292e3,Pippermint
9601759448946788e3,Chulapio Cocktails & Crepes
993001659797044e4,Koy Shunka
998872940846348e4,En Diagonal
9999353232197777e3,Mono
10188454498255497e3,Can Culleretes
10236072454821298e3,Barítimo
10243439525349474e3,Doña Rosa
10244622878565728e3,Taverna Hofmann
10250716681091852e3,Guru Food & Cocktails
10312479411479755e3,Jefferson
10331507364913533e3,BORO
1037026050942985e4,Bell e Buon
10660948658036177e3,Ardevol
11048946402710378e3,Kobuta Ramen I Mes
11067252158761783e3,Mamma Italia
11113079739335135e3,Terraza Martinez
11155768337751515e3,El Boliche del Gordo Cabrera
11253753651347542e3,People
11337842983017857e3,El Vecino
11405395999264723e3,Estel De Gracia
11453634498640005e3,173
11639923449221327e3,Taperia Ordesa
11670034305149606e3,Yoi Yoi Gion Kyoto
11742054857045703e3,Bodega Biarritz
1179665739239682e4,Bacoa Burger Universitat | Hamburgueseria En
11802452709585046e3,El Atril
11821644374075984e3,Mantura Tapes Asiatiques I Vins
11941621631552651e3,La Caravana
12025186971743773e3,Loto
12086641216486582e3,El Xiringo De La Barceloneta
12287977327490673e3,O Retornino
12350579208279808e3,Argentino El Calafate
12418533207994714e3,En Ville
124317914446411e5,https://www.yelp.com//user_details?userid=c5h0LhzE_PjYk2QJ52XnUA
12715683757263258e3,Xian
12762626180284862e3,Tapas 24
13369802967249766e3,La Come Dia
13392750646040111e3,Chen Ji
13395406657835661e3,Catalonia
13451477188179413e3,Bierzo Food
135374793288415e5,Laboratorio Gastronomico LAB
13557995931812598e3,The Michael Collins
1373511042586878e4,Parodia
13783812792540094e3,Thailandes
13843846212856044e3,The Venue Steakhouse
13914067060961485e3,A33 Pizzeria
1395623775114408e4,Roots & Rolls
14558625845446906e3,Cañete
14686168675884794e3,CocoVail Beer Hall Barcelona
14762778377285042e3,Downtown
14766138223270429e3,N0 30 Barceloneta Gastrobar
14777960188207725e3,Tosca Palau
1479281398364235e4,Mastico.
14877864719527719e3,210 Grammi
14880095800069403e3,El Rincon De Alicia
14959903777167897e3,Elisabets
14980687790887596e3,Super Super Born
1510753889742768e4,Deja Burg
15150917150503424e3,Con Gracia
15453465418759715e3,Pizzeria Da Nanni Tallers
15481418492756537e3,El Boliche Del Gordo Cabrera
1571252170689618e4,Nectari
15754131080874285e3,Otto Zutz
15829033124062822e3,Escriba
1603154409939894e4,O Pote
16256305728829524e3,Vegetalia Born
1640802040129987e4,Bronzo E Cucina (Eixample)
164696626702544e5,Santa Fe
1682530703491848e4,Focacceria Toscana
1683058794160982e4,Blai Tonight
16929925635757984e3,Zenith Brunch & Cocktails
16955697667469244e3,Barriguita
16955783611844295e3,Blanc
16961977736331196e3,Sasha 1968
16985000318105596e3,Razzmatazz
17055324431135881e3,Indochine (Aribau)
17115876189770019e3,Trópico
17609159695891132e3,Norte
1764563587859953e4,"NANA Brasa"
17736044368412045e3,Joan
17881337231041956e3,Com A Italia
1798557794091734e4,Teddy S
18039558783964832e3,BarCeloneta Sangria
18061817213000976e3,Palosanto Tapas
18073939114349044e3,La Antigua Cabana
18132219376525472e3,PolkaBar
18165721107565763e3,7 Portes
18383590967154567e3,Vivanda
267507417379114900,Pau Claris 190
365248429054011500,La Taberna De Lesseps
1050400775362642400,Taquerias Tamarindo
1116712077580474400,IAKNI
1150820851120519400,Boadas
1323515628732963e3,Out Of China
1385563611628695e3,La Esquina
1817743998673496e3,Homemade Tapas
2425444334817744e3,Chilango S Taqueria
2625164003604116500,Versailles
2658207740063425e3,Almalibre Acai House
2702168077095766e3,Alsur Café &amp
2952537794868993e3,Direkte Boqueria
3882315735753209e3,Leka
4197927825023405e3,Flaherty's
4816746454029641e3,The Venue Steak House
5305900461773816e3,Coleccion
5329171699144947e3,Mon Viet
5788571357639205e3,Champanillo
6229370190030121e3,La Pizza Del Born
6585797804978853e3,Craft Barcelona
6682951642756811e3,El Bitxo
6985696292600227e3,NoSe Cocktail
7075199502695665e3,71
7306561766255881e3,Da Greco
7321628803713196e3,Petit Comite
7636134914923678e3,Casa Dorita
8244261200130157e3,Malaysian Street Delights
8415114190347767e3,Rasoterra
8605959584296316e3,Radici
8793393382511191e3,La Caleta Burger
8862718755182754e3,Los Hermanos | Villarroel
9100935503806711e3,Maestró
961742290172115e4,Espit Chupitos
9620841134713942e3,Josephine
10356597046759227e3,Eat My Trip
11081742209003305e3,Alaire
11390449781412723e3,Maoz
11427404126694734e3,Rumanes Transilvania
11680686814898369e3,Filomena Gastrobar
11683882040030149e3,La Candela
12156234730312415e3,Burritos
12353293865383033e3,La Cholita
12387725632309815e3,Buenos Aires Grill
12409427145457658e3,Apribocca
12750236204847286e3,Les Gens Que J'aime
13831590454020985e3,Il Birrino
14212740999117339e3,Koku Kitchen Ramen & Gyoza
1533612571693406e4,Casa Jaime
15827148119402678e3,Seoul
15979144879019661e3,El Jardí
16021458388115081e3,Jaime Beriestain
1606810071426097e4,134
16072226302608288e3,Paella Bar
16391946329132771e3,Xiloka BCN
16514875568424794e3,Capítol de Viêtnam
16750311604572064e3,Lleones II
16885772437288163e3,Hänsel
17684100184892217e3,Ristorante Meraviglioso
1768549945445859e4,The Box
1808761126849722e4,Amorino
18218680578219241e3,De Paula L Hamburgueseria Del Poble Sec
380244925339139460,Bar Brutal
622619767598099600,Raó
810507588760825300,CruiX
2341035507905595e3,Bicos Restaurante
2558573687622665700,Bar Sant Pere
2716073507683956700,Gelarto Rosa
2964984658504499700,Ziryab Shisha Hookah Lounge
2985753930901860400,Dow Jones
2999123654588380700,Xixbar
3419630216632425500,O Toxo Tres Hermanos
3501078529342303e3,Enigma
4229167630496775e3,Sauvage
4307908069784537e3,Terrat
4346052736661493e3,Pla De La Garsa
5008824841207287e3,Abirradero
5138772789683755e3,Estimar
6251854167540924e3,Restaurante Bodega Joan
6271471076718309e3,Antilla
7389161109884901e3,Picnic
751447482829973e4,Creps al Born
9403419818342128e3,Kurai
977135598850198e4,Two Schmucks
10165377230697964e3,Gula Sana
1021723493396586e4,Quillo
10226440401002486e3,Sol Soler
10712757175179655e3,Tablafina
11212147986921513e3,https://www.yelp.com//user_details?userid=u2xuOwwiZHFq1ZshU4SAZQ
12209702853246312e3,Honest Greens
13555585420637626e3,MonDore
14012075351034823e3,Rooq
14264421227085787e3,Chaka Khan Gastro Exotique
15609057269763164e3,Casa Amalia
16168203384169347e3,Pico De Gallo Mexicano
17490075640966588e3,Tabarlot
18298118620101657e3,Bitter
739932523370509600,Marula Café
1721544043559338e3,Pax 49
3092767088727251e3,The Bollocks
3905225598791993e3,The Fish &amp
3905779639059353e3,Buenos Aires
678354499465479e4,H1898 Rooftopbar
742218759000511e4,Las Sorrentinas
9117776312975293e3,The Lime House
9178690367188707e3,Opium
9364384468489935e3,El Rincón del Artista
9954897393701247e3,Portolés
10728822643708125e3,Lizarran
11648500293484544e3,"83,3 Terrace Bar"
1172415119653897e4,FIRE
12278511252577423e3,Citizen Café
12518858531416586e3,Restaurante La Merce
12605241730233274e3,Le Pop Cocktail Bar
13879097033462458e3,Vermuteria Lorenz
14337383927133893e3,La Pineda
15999645143140444e3,Intrepid De Gracia
1621752582927435e4,La Concha Barcelona
17344689698044512e3,Belushi's
17548971606870647e3,The Ranch Smokehouse
17833769079176096e3,Sensi Mezzanine
17867222196156842e3,El Arbol Brunch
49382452743122470,Batuar
101135061624869200,Chongqing Liuyishou Hotpot
2945176706267038e3,Mastica
3122114799087517700,La Bella Napoli
3484507880455468e3,La Guinda
759191713270536e4,The Roof The EDITION
8798308395920456e3,La Ronda
10517107659579113e3,Little Caesars Pizza (Colon)
1116659395297454e4,Kodama
11904314713141045e3,Mamajin
133162177474868e5,L Escola
1607259992767159e4,Els Pollos de Llull
234812009362110900,Espai Gastronomic Juan Carlos Navarro
1599536464812241400,El Peix d'Or
2126309506401314600,Fauna En Casa De Vivi
3310513802151686e3,Casa Lola
4920369199578422e3,Season Tapas Restaurante
5849092012468693e3,Beach Life
7350663090551687e3,Terrassa 4 Capellans
8605604398091543e3,M. D.
8631357385809818e3,El Camino
11184212157683522e3,https://www.yelp.com//user_details?userid=1Iccp0F1nJzeRIHTqY1DTw
11289215600991812e3,Naeem Doner Pizza
12469644337669966e3,Oma Bistró
1260193808663887e4,Fifteen Raval
12693111727662946e3,Bacon Bear Bar
1508114788056014e4,Lulu
15479101297518854e3,| Restaurant Cullera De Boix
15676474682091508e3,Macchina
97560159110599440,Fizz Barcelona
141498180137461980,La Fianna
298760628641932350,NUBA
346754523689856e3,Glaciar
1172610841465398500,Dune Tapería
1407855044298762500,Morro Fi
3388330990726307e3,La Whiskeria
4011872871996542e3,Hogan's Australian Pub
6553587175065627e3,Summum
7295983916607451e3,Icebarcelona
7369099504910587e3,Snooker
10124342261633823e3,Itacate
11318300401358832e3,Agut
11844420392987017e3,https://www.yelp.com//user_details?userid=BeAmeNj6GWcCa6tYIyZhkQ
12437198821505815e3,Crudo Bar
13019627501339453e3,Boca Chica
1330911336159171e4,402
16220933343685607e3,Talisman
17650895919444115e3,Babula
3341314034028009500,King Potato Maremagnum
4345221251557614600,The 8% Of Our Recipe Is Mexican chocolate A La Piedra. Typical 100%.\n\nHave To Say That If The Mole Didn\ T Liked You Or Your Family It Could Happen But Is YOUR Taste And YOUR OPINION Not The Regular. Most Of The People That Knows What Mole Is Always Is Happy Ordering It And Eating It. You Could Read More Opinions (English) About The Mole. \n\nWe Ask To Every Tripadvisor Reader: That We Serve Really Typical Mexican Food With All His Tastes And Particularities We Do Not Serve Tex Mex Food Or Similar.\n\nViva Mexico. Title : Owner Response }
7517811131741233e3,Bon Tiberi
8959265691011238e3,El Puma
15144105428242317e3,El Asador de Aranda
16475766232239993e3,Distrito V
16591121874898835e3,Nubar
1218017449829448700,La Menuda
1950383141449124400,Hell Awaits
2313253026815039e3,La Cuina de Laietana
11054163834862793e3,89
11219707482599926e3,El Macareno
147560217910452e5,Barcelona Pipa Club
15311217057389484e3,Kamasot
15957928197342476e3,Equilibrium Cafè
16573461113596258e3,Jennifer F.
17176949837426067e3,Madame Jasmine
524899210694716100,La Bona Pinta
2439244077756882400,La Taverna de L'Eixample
5181129665427682e3,Bankers Bar
7111371280104272e3,Obe Restaurant
14109220379166577e3,La Cuina d' en Garriga
16311075760524833e3,Ideal Cocktail Bar
18417364611789455e3,Takumi Sapporo Ramen Kitchen
1180474477908648700,Tequila 44
1255429058251164e3,Madame George
3047717364799833e3,Bo de Gracia
4177354041167216600,Taberna
6141682521023448e3,Kahala
7854865519067075e3,El Jardín del Edén
8211524581579291e3,https://www.yelp.com//user_details?userid=Lp6mH8sxtrIElaHX-wzQEw
11001883512604193e3,Milano Cocktail Bar
11572799299748434e3,Slow &amp
14511753526086906e3,https://www.yelp.com//user_details?userid=wkghUg2_ba0pzwsEiDy8iA
149534458403015e5,34
760464067492954100,Robadors 23
1421751516973515e3,https://www.yelp.com//user_details?userid=evxG8WxjD7r0Z7XIjXWHmQ
4693683004760803e3,Chalito
1047257828015959e4,El Tabernito
10534659316373283e3,Karma Discoteca
15884399467331367e3,Los Hermanos
2878620015499265e3,Zinc Bar
2452791510261929500,Seventeen Hotel Olivia
7380083805579995e3,Sierra Nevada
11445614864595067e3,Polaroid
11820348479108338e3,JazzMan
15037365933246902e3,Rosat's
16198103010343612e3,Roast Club Cafe
16545138137728205e3,Terrace la Isabela
18395115653137037e3,Gran Torino
1074928613153881500,La Lluna
1387666879495951600,https://www.yelp.com//user_details?userid=yz5Wsp1cS9nPSy-YmtWuqw
3312425911798277600,Pulpería A Gudiña
17179615441711034e3,Bar Marfil
2802716179938943e3,Bonavida
1122526327587195e4,Can Déu
16538770879025318e3,Pub Fiction
3108951485114085400,433
5275874377900635e3,77
1318722991089336e4,Hemingway
15886856118172369e3,Mike M.
5969735325802681e3,https://www.yelp.com//user_details?userid=MGPQVLsODMm9ZtYQW-g_OA
8303001009517189e3,La Terrasa de les Indianes
8518880450811339e3,Sushibo
14928887753050505e3,Bikini Barcelona
116626055155131e5,Palmito Beach Bar
12964539785083312e3,Belvedere
13912572794612578e3,Enit S.
1599058399672528400,Believe Club
3019300345896337400,Samba Brasil
8166913365227692e3,https://www.yelp.com//user_details?userid=TnQeNvdvLsGLnY12Bpcltg
10335390435452793e3,https://www.yelp.com//user_details?userid=nVSWhxT4FKDV4krM6i3sNw
1149546729229754e4,Sub Rosa
146770038274628e5,Mercer
1730890062495244e4,Bodega
2644256333278061600,Touch Music Karaoke
1455877557768968e4,464
546363542528542200,33/45
639137705409362e3,Bella Istanbul
16574887333079489e3,Ocaña Apotheke
167805197300774720,27
10833318486824985e3,6
320817777222378e4,https://www.yelp.com//user_details?userid=B7nCFxaD69x0wQuEA_dX1g
4178368639878617e3,Cerveceria La Sureña
12607282376817336e3,La Terraza De Anna By Vida Mona
16167748239226704e3,16
1064864136948036900,Xapakó
1752826589510780200,19
8074343651480599e3,Munich Frankfurt
11553393788783714e3,Viet Kitchen
12285531920790415e3,Albe
2789586379538191400,Carolyn S.
11120646151236635e3,First Bar
18253857941134727e3,La Higuera
13633029742846362e3,Cassette Bar
16122763832736774e3,Fooding
2225821275806679600,3117
2226173301504371500,2
2505794384767300600,Les Enfants
7758823099868013e3,[]
12535281470958987e3,Maná 75
2055716554625080800,353
6064727708060631e3,11
9450486600693615e3,Can Ros
13653734639235762e3,https://www.yelp.com//user_details?userid=bxJfL_Vl1DxFiQSaVoqCsQ
2543040232123636700,Azul Frida
4926661517883517e3,95
12914847224445573e3,434
1640335524649299e4,{ User_id : 358B2FA78C2B6C7E539D52CBB19C3306 Type : User First_name : None Last_initial : None Name : None Reviewer_type : None Contributions : { Reviews : 56 Review_city_count : 0 Restaurant_reviews : 38 Hotel_reviews : 12 Attraction_reviews : 6 Helpful_votes : 0 Photos_count : 46 Badges_count : 0 } Member_id : 0 Username : Toridoriisme User_location : { Name : Kent United Kingdom Id : 186310 } Avatar : { Small : { Url : Https://media Cdn.tripadvisor.com/media/photo T/1a/f6/e7/7b/default Avatar 2020 56.jpg } Large : { Url : Https://media Cdn.tripadvisor.com/media/photo L/1a/f6/e7/7b/default Avatar 2020 56.jpg }} Link : Https://www.tripadvisor.com/MemberProfile A_uid.358B2FA78C2B6C7E539D52CBB19C3306 Points : 0 Created_time : 2017 09 22T16:55:33 0400 Locale : En_UK }
17714707693642742e3,8
330243905021379400,La Cinemateca
4.8799571721741523e+017,894
2747815015310184400,Sam R.
9289069696991285e3,Redrum
11469036689863363e3,Petit Bangkok
12896202245714438e3,3
13258148700185051e3,Gatsby Barcelona
15569787353520339e3,683
17203169821528547e3,The Wolf Tavern
259042861908783400,La Rostisseria del Barri
440623222372642e4,Fiona G.
11191593201633475e3,https://www.yelp.com//user_details?userid=lmthFMP_IVoLzGfBHxQpjA
11764259975483894e3,Gabrielle B.
12759696261691286e3,Boa-Bao
17127849552192051e3,https://www.yelp.com//user_details?userid=AVFhTH0DYmgMdQqHKFg_cA
4444933496640678e3,39
16772830027152636e3,https://www.yelp.com//user_details?userid=933NaWG9W6Z-1pXMFPKOoQ
18389979157258854e3,65
1465573967373538800,https://www.yelp.com//user_details?userid=BBqWjvFWXEaPAq_8JHzQ9Q
2417485998858175500,Tomodachi
2978422511129385500,20
6585157228892948e3,319
7418335115950217e3,Metropolitan Cafe
7842065796420035e3,227
1988865422122995500,42
8865284974113977e3,Absenta 1893
2789551546956298e3,Pentagrama
12082051608760637e3,https://www.yelp.com//user_details?userid=u60gxvUxp6J1Fq3eM0QZGA
18164076829962723e3,https://www.yelp.com//user_details?userid=Vs5j0cF5ofMe2PzfvneUYw
13237341798137344e3,https://www.yelp.com//user_details?userid=-9JqNce6qGY2fTepA8XpUg
14222465568065128e3,https://www.yelp.com//user_details?userid=ROXnGr4L-O1g_J8n6nRiMg
9648982281375599e3,Raïm
12014444257700084e3,https://www.yelp.com//user_details?userid=BBF-yAOdEjq9n4qVlObOdA
14288177962737814e3,60
5.9050916398701606e+017,Ohla Terraza Chill-Out
4421827742022818e3,Baxter S.
14630172793633503e3,4
7102287740143469e3,https://www.yelp.com//user_details?userid=lpPAOEn3FUWuKd-FQnUJsQ
3594930983714267e3,Modern Catalan. Excellent.
9374447818214982e3,83
9648416917605368e3,Sarah T.
10471889711772226e3,277
5257653273067028e3,5
4106863473773066e3,Limerick
544848085822638e4,621
1349177069733195e4,https://www.yelp.com//user_details?userid=see8qtWHzrOOK2lrl8W2TQ
3761804159410222e3,https://www.yelp.com//user_details?userid=hWKhOEQcxxJY-vt7DZrh4g
1814554590861473e3,30
14464439890491914e3,55
1808642627148995e4,25
7770756258510458e3,https://www.yelp.com//user_details?userid=7iVssN7pU_mptEGnPabrJQ
8773655951163083e3,Library Lounge
1747902778710587e4,7
995035859722179e4,127
5713815508932542e3,144
985020425201802e4,Latin Room
15180352285635295e3,53
16319767428579015e3,https://www.yelp.com//user_details?userid=w3olb51o26d80wn9mkms3w
8084321989428505e3,Stereo
687141119723255e4,El Trece
9596775025562081e3,220
15573238150431005e3,https://www.yelp.com//user_details?userid=0k-4La1EviUTQrV7uxVK0g
1468308796852919e3,https://www.yelp.com//user_details?userid=41M_87jJ8-kilP-DqPPf2Q
5889435302669423e3,186
11773213634807337e3,\n5 Nuestro Personal Le Atendio Con Total Respeto Y Educacion Intentando Ofrecerle La Mejor Opcion Dentro De Las Circunstancias Que Estamos Viviendo: Un 50% De Ocupacion En El Interior.\n6 Los Contenedores DEL AYUNTAMIENTO DE BARCELONA Estan Situados En El Chaflan De La Calle A Una Distancia De 12 15 M Como Comprendera Nosotros No Somos Responsables Del Estado De Estos Contenedores
3620841261472835e3,262
2230777383159691500,135
5695824040700228e3,Punch Room Barcelona
8504750351679596e3,Sotavent
1200758838310390800,Biz_name
9771193848693215e3,Psycho Rock and Roll Club
10388519526266472e3,246
14179867817281362e3,1141
16143567198049985e3,63
13941042814002921e3,28
6776313206717528e3,68
2641657930330735600,[{ Name : Service Value : 3 } { Name : Value Value : 2 } { Name : Food Value : 2 }]
12742044618149077e3,37
5000565418740094e3,Ecoasis
6142242233607084e3,43
16991663011491631e3,https://www.yelp.com//user_details?userid=c1cw1PiWx28t3pZ2FJOWYQ
9659740940281573e3,The Rooftop
14805401500218208e3,[{ Name : Service Value : 1 } { Name : Value Value : 1 } { Name : Food Value : 1 }]
612057827030889100,206
668674048092881e4,https://www.yelp.com//user_details?userid=vEMveTHn23hdT2_FhV7ctQ
1530296610923911700,858
10847147262007362e3,80
